"day" "month" "year" "Kdown_direct"
"828" 6 1 1947 1153.941128
"829" 7 1 1947 1374.338951
"830" 8 1 1947 3991.98392
"831" 9 1 1947 3005.772439
"832" 10 1 1947 3332.188055
"833" 11 1 1947 3662.062532
"834" 12 1 1947 1079.999992
"835" 13 1 1947 1800.933191
"836" 14 1 1947 1539.590677
"837" 15 1 1947 4949.95107
"838" 16 1 1947 4322.401979
"839" 17 1 1947 2941.210159
"840" 18 1 1947 3280.691995
"841" 19 1 1947 4665.76637
"842" 20 1 1947 3280.691995
"843" 21 1 1947 3280.691995
"844" 22 1 1947 3626.411669
"845" 23 1 1947 3626.411669
"846" 24 1 1947 3460.532172
"847" 25 1 1947 5752.072304
"848" 26 1 1947 2729.998348
"849" 27 1 1947 640.258103
"850" 28 1 1947 811.915291
"851" 29 1 1947 3088.799578
"852" 30 1 1947 1763.39407
"853" 31 1 1947 3088.799578
"854" 1 2 1947 8955.631839
"855" 2 2 1947 4801.235153
"856" 3 2 1947 6446.898283
"857" 4 2 1947 3555.651027
"858" 5 2 1947 4801.235153
"859" 6 2 1947 4801.235153
"860" 7 2 1947 4801.235153
"861" 8 2 1947 1222.634418
"862" 9 2 1947 767.939547
"863" 10 2 1947 2103.346322
"864" 11 2 1947 3673.740718
"865" 12 2 1947 767.939547
"866" 13 2 1947 2460.054106
"867" 14 2 1947 5489.804695
"868" 15 2 1947 4567.426313
"869" 16 2 1947 2842.721607
"870" 17 2 1947 330.081593
"871" 18 2 1947 1892.695303
"872" 19 2 1947 3979.278572
"873" 20 2 1947 1277.623091
"874" 21 2 1947 6004.584849
"875" 22 2 1947 4972.209421
"876" 23 2 1947 7543.237815
"877" 24 2 1947 6004.584849
"878" 25 2 1947 4237.75895
"879" 26 2 1947 3723.448697
"880" 27 2 1947 318.446501
"881" 28 2 1947 4775.064081
"882" 1 3 1947 1942.814577
"883" 2 3 1947 797.310648
"884" 3 3 1947 1599.630221
"885" 4 3 1947 2739.336583
"886" 5 3 1947 4924.784382
"887" 6 3 1947 9255.704774
"888" 7 3 1947 2373.87553
"889" 8 3 1947 417.361936
"890" 9 3 1947 6130.071453
"891" 10 3 1947 417.361936
"892" 11 3 1947 4352.973719
"893" 12 3 1947 6130.071453
"894" 13 3 1947 8383.515326
"895" 14 3 1947 9751.153838
"896" 15 3 1947 9751.153838
"897" 16 3 1947 6339.999204
"898" 17 3 1947 9751.153838
"899" 18 3 1947 7012.454314
"900" 19 3 1947 8383.515326
"901" 20 3 1947 5049.55088
"902" 21 3 1947 5776.973226
"903" 22 3 1947 6473.714314
"904" 23 3 1947 2312.539794
"905" 24 3 1947 8665.551581
"906" 25 3 1947 9409.941658
"907" 26 3 1947 7923.981958
"908" 27 3 1947 6473.714314
"909" 28 3 1947 1182.844789
"910" 29 3 1947 3798.788731
"911" 30 3 1947 3798.788731
"912" 31 3 1947 5086.900659
"913" 1 4 1947 2650.870824
"914" 2 4 1947 1757.166369
"915" 3 4 1947 2068.439486
"916" 4 4 1947 7173.843864
"917" 5 4 1947 7942.32525
"918" 6 4 1947 4909.948953
"919" 7 4 1947 9632.583381
"920" 8 4 1947 11320.289607
"921" 9 4 1947 1255.255595
"922" 10 4 1947 10477.079136
"923" 11 4 1947 11320.289607
"924" 12 4 1947 12976.891175
"925" 13 4 1947 17321.607463
"926" 14 4 1947 1795.358116
"927" 15 4 1947 19333.152625
"928" 16 4 1947 18037.103285
"929" 17 4 1947 18707.089176
"930" 18 4 1947 9659.453306
"931" 19 4 1947 14114.9411
"932" 20 4 1947 10556.917142
"933" 21 4 1947 7904.152606
"934" 22 4 1947 5238.674297
"935" 23 4 1947 9561.097569
"936" 24 4 1947 7732.702979
"937" 25 4 1947 7732.702979
"938" 26 4 1947 5238.674297
"939" 27 4 1947 3809.792896
"940" 28 4 1947 8634.796605
"941" 29 4 1947 10504.364046
"942" 30 4 1947 22155.076576
"943" 1 5 1947 18260.925405
"944" 2 5 1947 24202.92958
"945" 3 5 1947 21201.659136
"946" 4 5 1947 20535.133496
"947" 5 5 1947 15635.652665
"948" 6 5 1947 16543.030996
"949" 7 5 1947 8942.523014
"950" 8 5 1947 8645.720967
"951" 9 5 1947 5932.841146
"952" 10 5 1947 7702.00176
"953" 11 5 1947 8645.720967
"954" 12 5 1947 8645.720967
"955" 13 5 1947 12650.8854
"956" 14 5 1947 13672.111117
"957" 15 5 1947 17616.64526
"958" 16 5 1947 18302.288978
"959" 17 5 1947 16315.359841
"960" 18 5 1947 17323.135747
"961" 19 5 1947 17323.135747
"962" 20 5 1947 19247.092045
"963" 21 5 1947 19247.092045
"964" 22 5 1947 16315.359841
"965" 23 5 1947 17323.135747
"966" 24 5 1947 18967.239471
"967" 25 5 1947 6521.824098
"968" 26 5 1947 7450.281217
"969" 27 5 1947 11540.081163
"970" 28 5 1947 14790.118711
"971" 29 5 1947 21750.230369
"972" 30 5 1947 19937.277228
"973" 31 5 1947 9434.334163
"974" 1 6 1947 9528.182107
"975" 2 6 1947 19113.180729
"976" 3 6 1947 17062.081655
"977" 4 6 1947 17062.081655
"978" 5 6 1947 18102.868829
"979" 6 6 1947 19113.180729
"980" 7 6 1947 19113.180729
"981" 8 6 1947 9528.182107
"982" 9 6 1947 11854.136668
"983" 10 6 1947 8674.044506
"984" 11 6 1947 10769.013656
"985" 12 6 1947 20391.50124
"986" 13 6 1947 25922.555908
"987" 14 6 1947 25292.706339
"988" 15 6 1947 21333.510254
"989" 16 6 1947 16257.454854
"990" 17 6 1947 20540.430323
"991" 18 6 1947 20540.430323
"992" 19 6 1947 19551.3832
"993" 20 6 1947 28100.076441
"994" 21 6 1947 26097.514359
"995" 22 6 1947 20540.430323
"996" 23 6 1947 13061.843806
"997" 24 6 1947 13061.843806
"998" 25 6 1947 15284.528748
"999" 26 6 1947 17467.320514
"1000" 27 6 1947 19551.3832
"1001" 28 6 1947 17467.320514
"1002" 29 6 1947 22387.031678
"1003" 30 6 1947 26097.514359
"1004" 1 7 1947 27674.931893
"1005" 2 7 1947 26097.514359
"1006" 3 7 1947 23868.493476
"1007" 4 7 1947 25292.706339
"1008" 5 7 1947 27493.020687
"1009" 6 7 1947 21333.510254
"1010" 7 7 1947 25922.555908
"1011" 8 7 1947 16084.910471
"1012" 9 7 1947 24608.008203
"1013" 10 7 1947 22229.144219
"1014" 11 7 1947 21693.516169
"1015" 12 7 1947 9429.604152
"1016" 13 7 1947 13514.059667
"1017" 14 7 1947 20814.181958
"1018" 15 7 1947 16892.231307
"1019" 16 7 1947 19889.750204
"1020" 17 7 1947 25891.192728
"1021" 18 7 1947 27989.860102
"1022" 19 7 1947 10970.86752
"1023" 20 7 1947 19375.318196
"1024" 21 7 1947 15407.153361
"1025" 22 7 1947 15407.153361
"1026" 23 7 1947 18429.458912
"1027" 24 7 1947 21143.914932
"1028" 25 7 1947 19375.318196
"1029" 26 7 1947 21143.914932
"1030" 27 7 1947 21947.874308
"1031" 28 7 1947 22644.521275
"1032" 29 7 1947 14825.447596
"1033" 30 7 1947 17763.626329
"1034" 31 7 1947 18684.176837
"1035" 1 8 1947 22288.277085
"1036" 2 8 1947 22995.728769
"1037" 3 8 1947 22995.728769
"1038" 4 8 1947 18250.647463
"1039" 5 8 1947 21474.822407
"1040" 6 8 1947 22802.949105
"1041" 7 8 1947 19121.79064
"1042" 8 8 1947 15434.352557
"1043" 9 8 1947 7551.966205
"1044" 10 8 1947 15434.352557
"1045" 11 8 1947 19121.79064
"1046" 12 8 1947 13821.464677
"1047" 13 8 1947 12851.89767
"1048" 14 8 1947 15715.659659
"1049" 15 8 1947 15715.659659
"1050" 16 8 1947 14778.237364
"1051" 17 8 1947 17508.845755
"1052" 18 8 1947 16627.681008
"1053" 19 8 1947 16627.681008
"1054" 20 8 1947 13227.46964
"1055" 21 8 1947 1232.206854
"1056" 22 8 1947 21103.943346
"1057" 23 8 1947 23767.271044
"1058" 24 8 1947 18411.40406
"1059" 25 8 1947 17628.626786
"1060" 26 8 1947 15951.527389
"1061" 27 8 1947 15065.921413
"1062" 28 8 1947 9562.093805
"1063" 29 8 1947 12231.428855
"1064" 30 8 1947 18518.536801
"1065" 31 8 1947 20730.08044
"1066" 1 9 1947 16740.052797
"1067" 2 9 1947 14257.208325
"1068" 3 9 1947 16740.052797
"1069" 4 9 1947 18218.902742
"1070" 5 9 1947 16854.982246
"1071" 6 9 1947 13917.03973
"1072" 7 9 1947 13107.687775
"1073" 8 9 1947 10582.679645
"1074" 9 9 1947 10582.679645
"1075" 10 9 1947 16173.51538
"1076" 11 9 1947 15454.362095
"1077" 12 9 1947 14700.849101
"1078" 13 9 1947 14200.798224
"1079" 14 9 1947 14200.798224
"1080" 15 9 1947 14200.798224
"1081" 16 9 1947 10407.915713
"1082" 17 9 1947 11200.627275
"1083" 18 9 1947 8812.384196
"1084" 19 9 1947 17735.014573
"1085" 20 9 1947 14883.481971
"1086" 21 9 1947 12237.664944
"1087" 22 9 1947 10829.215128
"1088" 23 9 1947 12907.994616
"1089" 24 9 1947 10100.721523
"1090" 25 9 1947 11543.218888
"1091" 26 9 1947 14161.032597
"1092" 27 9 1947 11543.218888
"1093" 28 9 1947 14737.726455
"1094" 29 9 1947 10368.166471
"1095" 30 9 1947 7657.349584
"1096" 1 10 1947 8466.755903
"1097" 2 10 1947 11181.784118
"1098" 3 10 1947 12430.167807
"1099" 4 10 1947 9847.973806
"1100" 5 10 1947 9847.973806
"1101" 6 10 1947 7771.964225
"1102" 7 10 1947 2397.445925
"1103" 8 10 1947 4973.68295
"1104" 9 10 1947 8724.901583
"1105" 10 10 1947 2292.201302
"1106" 11 10 1947 1025.380287
"1107" 12 10 1947 8724.901583
"1108" 13 10 1947 4973.68295
"1109" 14 10 1947 4396.194735
"1110" 15 10 1947 8166.137398
"1111" 16 10 1947 6445.259204
"1112" 17 10 1947 4751.705976
"1113" 18 10 1947 9263.423448
"1114" 19 10 1947 9263.423448
"1115" 20 10 1947 3705.234762
"1116" 21 10 1947 1962.104935
"1117" 22 10 1947 7597.909718
"1118" 23 10 1947 4947.886943
"1119" 24 10 1947 7506.338678
"1120" 25 10 1947 7003.453096
"1121" 26 10 1947 5975.212317
"1122" 27 10 1947 4947.886943
"1123" 28 10 1947 1883.436836
"1124" 29 10 1947 1560.169281
"1125" 30 10 1947 2628.942186
"1126" 31 10 1947 7659.297578
"1127" 1 11 1947 4134.926881
"1128" 2 11 1947 1783.61247
"1129" 3 11 1947 3264.319117
"1130" 4 11 1947 3691.711497
"1131" 5 11 1947 448.806025
"1132" 6 11 1947 2856.627303
"1133" 7 11 1947 4589.768719
"1134" 8 11 1947 4401.878539
"1135" 9 11 1947 1776.410932
"1136" 10 11 1947 3983.283699
"1137" 11 11 1947 2793.342245
"1138" 12 11 1947 621.388416
"1139" 13 11 1947 3175.145962
"1140" 14 11 1947 3175.145962
"1141" 15 11 1947 474.465155
"1142" 16 11 1947 807.982137
"1143" 17 11 1947 2375.972786
"1144" 18 11 1947 637.156506
"1145" 19 11 1947 491.81954
"1146" 20 11 1947 2054.469211
"1147" 21 11 1947 1228.994479
"1148" 22 11 1947 637.156506
"1149" 23 11 1947 1754.851676
"1150" 24 11 1947 4977.509237
"1151" 25 11 1947 4301.463007
"1152" 26 11 1947 4643.164041
"1153" 27 11 1947 4977.509237
"1154" 28 11 1947 497.681852
"1155" 29 11 1947 1206.799428
"1156" 30 11 1947 993.284181
"1157" 1 12 1947 807.941212
"1158" 2 12 1947 434.688033
"1159" 3 12 1947 328.55271
"1160" 4 12 1947 172.951937
"1161" 5 12 1947 3802.209919
"1162" 6 12 1947 3471.902558
"1163" 7 12 1947 1298.792341
"1164" 8 12 1947 711.50702
"1165" 9 12 1947 3332.188055
"1166" 10 12 1947 1374.338951
"1167" 11 12 1947 3657.35672
"1168" 12 12 1947 3964.994471
"1169" 13 12 1947 3038.051912
"1170" 14 12 1947 1153.941128
"1171" 15 12 1947 1872.983479
"1172" 16 12 1947 2434.844846
"1173" 17 12 1947 6.487663
"1174" 18 12 1947 1304.345665
"1175" 19 12 1947 1536.032193
"1176" 20 12 1947 59.027402
"1177" 21 12 1947 2330.110586
"1178" 22 12 1947 2916.282939
"1179" 23 12 1947 4401.555828
"1180" 24 12 1947 3217.34173
"1181" 25 12 1947 3217.34173
"1182" 26 12 1947 3217.34173
"1183" 27 12 1947 2916.282939
"1184" 28 12 1947 455.697477
"1185" 29 12 1947 901.081574
"1186" 30 12 1947 1304.345665
"1187" 31 12 1947 1536.032193
"1188" 1 1 1948 1872.983479
"1189" 2 1 1948 280.987415
"1190" 3 1 1948 621.684598
"1191" 4 1 1948 1153.941128
"1192" 5 1 1948 2434.844846
"1193" 6 1 1948 1153.941128
"1194" 7 1 1948 1153.941128
"1195" 8 1 1948 561.939542
"1196" 9 1 1948 4505.896751
"1197" 10 1 1948 1800.933191
"1198" 11 1 1948 2080.842411
"1199" 12 1 1948 3991.98392
"1200" 13 1 1948 2686.231286
"1201" 14 1 1948 3332.188055
"1202" 15 1 1948 4638.914673
"1203" 16 1 1948 3280.691995
"1204" 17 1 1948 4665.76637
"1205" 18 1 1948 2941.210159
"1206" 19 1 1948 2294.702126
"1207" 20 1 1948 3280.691995
"1208" 21 1 1948 807.941212
"1209" 22 1 1948 2941.210159
"1210" 23 1 1948 4665.76637
"1211" 24 1 1948 5752.072304
"1212" 25 1 1948 3460.532172
"1213" 26 1 1948 2064.470104
"1214" 27 1 1948 2064.470104
"1215" 28 1 1948 2387.538718
"1216" 29 1 1948 2729.998348
"1217" 30 1 1948 3841.524062
"1218" 31 1 1948 3088.799578
"1219" 1 2 1948 791.506072
"1220" 2 2 1948 472.155519
"1221" 3 2 1948 3555.651027
"1222" 4 2 1948 3963.893584
"1223" 5 2 1948 1e-06
"1224" 6 2 1948 24.480248
"1225" 7 2 1948 1767.763591
"1226" 8 2 1948 5639.208868
"1227" 9 2 1948 3673.740718
"1228" 10 2 1948 592.985491
"1229" 11 2 1948 16.376923
"1230" 12 2 1948 151.035246
"1231" 13 2 1948 5950.687038
"1232" 14 2 1948 5950.687038
"1233" 15 2 1948 5489.804695
"1234" 16 2 1948 5489.804695
"1235" 17 2 1948 2251.256631
"1236" 18 2 1948 2251.256631
"1237" 19 2 1948 2305.03779
"1238" 20 2 1948 8035.419266
"1239" 21 2 1948 6472.911488
"1240" 22 2 1948 152.378411
"1241" 23 2 1948 3979.278572
"1242" 24 2 1948 6004.584849
"1243" 25 2 1948 6420.316386
"1244" 26 2 1948 5899.719633
"1245" 27 2 1948 4775.064081
"1246" 28 2 1948 1042.546101
"1247" 29 2 1948 7057.166852
"1248" 1 3 1948 4175.569615
"1249" 2 3 1948 797.310648
"1250" 3 3 1948 5252.479665
"1251" 4 3 1948 6130.071453
"1252" 5 3 1948 2239.747495
"1253" 6 3 1948 4352.973719
"1254" 7 3 1948 3294.341842
"1255" 8 3 1948 5518.839859
"1256" 9 3 1948 3294.341842
"1257" 10 3 1948 3808.095953
"1258" 11 3 1948 8013.070433
"1259" 12 3 1948 6339.999204
"1260" 13 3 1948 535.15878
"1261" 14 3 1948 1037.714868
"1262" 15 3 1948 971.414591
"1263" 16 3 1948 2824.989854
"1264" 17 3 1948 732.831253
"1265" 18 3 1948 479.626896
"1266" 19 3 1948 4442.138992
"1267" 20 3 1948 49.074999
"1268" 21 3 1948 13617.837293
"1269" 22 3 1948 10151.11714
"1270" 23 3 1948 8665.551581
"1271" 24 3 1948 1788.933441
"1272" 25 3 1948 10883.245424
"1273" 26 3 1948 14231.686359
"1274" 27 3 1948 14231.686359
"1275" 28 3 1948 12041.535367
"1276" 29 3 1948 809.048206
"1277" 30 3 1948 4422.098236
"1278" 31 3 1948 13554.100785
"1279" 1 4 1948 12618.384269
"1280" 2 4 1948 6425.244355
"1281" 3 4 1948 67.864265
"1282" 4 4 1948 3742.211026
"1283" 5 4 1948 2507.202019
"1284" 6 4 1948 1172.927655
"1285" 7 4 1948 12155.649406
"1286" 8 4 1948 14554.154955
"1287" 9 4 1948 3032.692194
"1288" 10 4 1948 577.011359
"1289" 11 4 1948 2035.422791
"1290" 12 4 1948 17914.779612
"1291" 13 4 1948 14114.9411
"1292" 14 4 1948 9659.453306
"1293" 15 4 1948 13243.722212
"1294" 16 4 1948 14114.9411
"1295" 17 4 1948 10556.917142
"1296" 18 4 1948 11458.100078
"1297" 19 4 1948 13415.881974
"1298" 20 4 1948 8945.326915
"1299" 21 4 1948 11457.201469
"1300" 22 4 1948 3178.61068
"1301" 23 4 1948 11457.201469
"1302" 24 4 1948 10504.364046
"1303" 25 4 1948 10504.364046
"1304" 26 4 1948 11457.201469
"1305" 27 4 1948 15219.319885
"1306" 28 4 1948 6028.442946
"1307" 29 4 1948 7240.725241
"1308" 30 4 1948 8144.85809
"1309" 1 5 1948 8942.523014
"1310" 2 5 1948 3995.383458
"1311" 3 5 1948 11816.031128
"1312" 4 5 1948 14703.002701
"1313" 5 5 1948 20535.133496
"1314" 6 5 1948 16543.030996
"1315" 7 5 1948 13309.131516
"1316" 8 5 1948 10617.131614
"1317" 9 5 1948 7702.00176
"1318" 10 5 1948 9619.855971
"1319" 11 5 1948 17616.64526
"1320" 12 5 1948 19416.421679
"1321" 13 5 1948 16665.006057
"1322" 14 5 1948 17616.64526
"1323" 15 5 1948 22594.47805
"1324" 16 5 1948 19247.092045
"1325" 17 5 1948 21829.221567
"1326" 18 5 1948 16315.359841
"1327" 19 5 1948 2594.849887
"1328" 20 5 1948 4595.786249
"1329" 21 5 1948 2594.849887
"1330" 22 5 1948 18302.288978
"1331" 23 5 1948 19937.277228
"1332" 24 5 1948 14790.118711
"1333" 25 5 1948 15866.012296
"1334" 26 5 1948 18967.239471
"1335" 27 5 1948 9434.334163
"1336" 28 5 1948 1688.210971
"1337" 29 5 1948 8423.388696
"1338" 30 5 1948 4062.386507
"1339" 31 5 1948 8598.515397
"1340" 1 6 1948 5711.087943
"1341" 2 6 1948 4883.042412
"1342" 3 6 1948 21906.473903
"1343" 4 6 1948 7530.662704
"1344" 5 6 1948 10576.302613
"1345" 6 6 1948 18102.868829
"1346" 7 6 1948 10576.302613
"1347" 8 6 1948 19407.403155
"1348" 9 6 1948 23074.984239
"1349" 10 6 1948 9706.371702
"1350" 11 6 1948 12953.669968
"1351" 12 6 1948 14059.447453
"1352" 13 6 1948 15163.351351
"1353" 14 6 1948 14059.447453
"1354" 15 6 1948 18386.329846
"1355" 16 6 1948 16384.761913
"1356" 17 6 1948 23236.882927
"1357" 18 6 1948 16384.761913
"1358" 19 6 1948 19551.3832
"1359" 20 6 1948 16384.761913
"1360" 21 6 1948 10863.389191
"1361" 22 6 1948 16384.761913
"1362" 23 6 1948 17467.320514
"1363" 24 6 1948 15284.528748
"1364" 25 6 1948 15284.528748
"1365" 26 6 1948 20540.430323
"1366" 27 6 1948 19551.3832
"1367" 28 6 1948 20540.430323
"1368" 29 6 1948 18525.051256
"1369" 30 6 1948 21487.075283
"1370" 1 7 1948 14174.238659
"1371" 2 7 1948 16257.454854
"1372" 3 7 1948 15163.351351
"1373" 4 7 1948 12953.669968
"1374" 5 7 1948 21333.510254
"1375" 6 7 1948 18386.329846
"1376" 7 7 1948 21333.510254
"1377" 8 7 1948 17334.160381
"1378" 9 7 1948 21333.510254
"1379" 10 7 1948 20814.181958
"1380" 11 7 1948 14766.200094
"1381" 12 7 1948 20814.181958
"1382" 13 7 1948 24031.216469
"1383" 14 7 1948 22524.352662
"1384" 15 7 1948 17923.361902
"1385" 16 7 1948 16892.231307
"1386" 17 7 1948 15837.511174
"1387" 18 7 1948 18429.458912
"1388" 19 7 1948 20281.532544
"1389" 20 7 1948 20281.532544
"1390" 21 7 1948 17448.918479
"1391" 22 7 1948 18429.458912
"1392" 23 7 1948 21143.914932
"1393" 24 7 1948 17448.918479
"1394" 25 7 1948 21143.914932
"1395" 26 7 1948 21947.874308
"1396" 27 7 1948 18684.176837
"1397" 28 7 1948 13807.754115
"1398" 29 7 1948 16809.836324
"1399" 30 7 1948 15670.59021
"1400" 31 7 1948 16655.880132
"1401" 1 8 1948 18973.960968
"1402" 2 8 1948 20693.073292
"1403" 3 8 1948 16366.988678
"1404" 4 8 1948 12399.183042
"1405" 5 8 1948 16366.988678
"1406" 6 8 1948 14410.188837
"1407" 7 8 1948 11391.257229
"1408" 8 8 1948 8448.171756
"1409" 9 8 1948 8448.171756
"1410" 10 8 1948 9408.222874
"1411" 11 8 1948 18354.365813
"1412" 12 8 1948 15715.659659
"1413" 13 8 1948 23029.584711
"1414" 14 8 1948 19160.175502
"1415" 15 8 1948 19160.175502
"1416" 16 8 1948 18354.365813
"1417" 17 8 1948 21310.147158
"1418" 18 8 1948 21310.147158
"1419" 19 8 1948 18411.40406
"1420" 20 8 1948 18411.40406
"1421" 21 8 1948 23053.879966
"1422" 22 8 1948 23767.271044
"1423" 23 8 1948 19152.423572
"1424" 24 8 1948 19849.208092
"1425" 25 8 1948 19152.423572
"1426" 26 8 1948 17628.626786
"1427" 27 8 1948 17150.297992
"1428" 28 8 1948 19138.290035
"1429" 29 8 1948 17150.297992
"1430" 30 8 1948 18518.536801
"1431" 31 8 1948 15625.510916
"1432" 1 9 1948 17499.540424
"1433" 2 9 1948 15114.508679
"1434" 3 9 1948 16740.052797
"1435" 4 9 1948 12278.168551
"1436" 5 9 1948 15454.362095
"1437" 6 9 1948 16173.51538
"1438" 7 9 1948 19633.138234
"1439" 8 9 1948 18651.363578
"1440" 9 9 1948 16854.982246
"1441" 10 9 1948 16854.982246
"1442" 11 9 1948 14700.849101
"1443" 12 9 1948 11200.627275
"1444" 13 9 1948 13486.810923
"1445" 14 9 1948 13486.810923
"1446" 15 9 1948 11981.754695
"1447" 16 9 1948 11981.754695
"1448" 17 9 1948 12745.567408
"1449" 18 9 1948 11981.754695
"1450" 19 9 1948 14883.481971
"1451" 20 9 1948 13550.231009
"1452" 21 9 1948 6441.575306
"1453" 22 9 1948 3287.257797
"1454" 23 9 1948 2301.0591
"1455" 24 9 1948 1503.582712
"1456" 25 9 1948 5081.359167
"1457" 26 9 1948 14737.726455
"1458" 27 9 1948 16246.582846
"1459" 28 9 1948 12820.842623
"1460" 29 9 1948 9702.743855
"1461" 30 9 1948 13873.296206
"1462" 1 10 1948 11181.784118
"1463" 2 10 1948 9160.644899
"1464" 3 10 1948 5099.688264
"1465" 4 10 1948 7082.081519
"1466" 5 10 1948 1594.674644
"1467" 6 10 1948 9955.94554
"1468" 7 10 1948 8724.901583
"1469" 8 10 1948 10545.556009
"1470" 9 10 1948 9347.605389
"1471" 10 10 1948 8724.901583
"1472" 11 10 1948 9347.605389
"1473" 12 10 1948 4396.194735
"1474" 13 10 1948 585.417172
"1475" 14 10 1948 1037.446295
"1476" 15 10 1948 5870.860069
"1477" 16 10 1948 8166.137398
"1478" 17 10 1948 9263.423448
"1479" 18 10 1948 2346.295727
"1480" 19 10 1948 5304.631945
"1481" 20 10 1948 9784.510459
"1482" 21 10 1948 9263.423448
"1483" 22 10 1948 6491.587094
"1484" 23 10 1948 6491.587094
"1485" 24 10 1948 6491.587094
"1486" 25 10 1948 6491.587094
"1487" 26 10 1948 4947.886943
"1488" 27 10 1948 4947.886943
"1489" 28 10 1948 3491.99981
"1490" 29 10 1948 1560.169281
"1491" 30 10 1948 2448.020298
"1492" 31 10 1948 8052.688794
"1493" 1 11 1948 4134.926881
"1494" 2 11 1948 3264.319117
"1495" 3 11 1948 1214.982074
"1496" 4 11 1948 4134.926881
"1497" 5 11 1948 6436.975902
"1498" 6 11 1948 5051.838647
"1499" 7 11 1948 3175.145962
"1500" 8 11 1948 5666.794097
"1501" 9 11 1948 4401.878539
"1502" 10 11 1948 2091.247074
"1503" 11 11 1948 3573.044149
"1504" 12 11 1948 4401.878539
"1505" 13 11 1948 6078.208328
"1506" 14 11 1948 3175.145962
"1507" 15 11 1948 3443.768349
"1508" 16 11 1948 3073.836535
"1509" 17 11 1948 2716.773442
"1510" 18 11 1948 2716.773442
"1511" 19 11 1948 86.556631
"1512" 20 11 1948 1479.192413
"1513" 21 11 1948 2054.469211
"1514" 22 11 1948 4207.466675
"1515" 23 11 1948 5612.994699
"1516" 24 11 1948 1444.006368
"1517" 25 11 1948 1984.355769
"1518" 26 11 1948 497.681852
"1519" 27 11 1948 4977.509237
"1520" 28 11 1948 2926.962082
"1521" 29 11 1948 4643.164041
"1522" 30 11 1948 2598.794263
"1523" 1 12 1948 3662.062532
"1524" 2 12 1948 2686.231286
"1525" 3 12 1948 1539.590677
"1526" 4 12 1948 119.478095
"1527" 5 12 1948 2376.88206
"1528" 6 12 1948 434.688033
"1529" 7 12 1948 711.50702
"1530" 8 12 1948 2376.88206
"1531" 9 12 1948 777.182201
"1532" 10 12 1948 1153.941128
"1533" 11 12 1948 954.654113
"1534" 12 12 1948 1872.983479
"1535" 13 12 1948 99.352183
"1536" 14 12 1948 145.304106
"1537" 15 12 1948 1374.338951
"1538" 16 12 1948 621.684598
"1539" 17 12 1948 5.670274
"1540" 18 12 1948 2051.240573
"1541" 19 12 1948 2330.110586
"1542" 20 12 1948 2051.240573
"1543" 21 12 1948 1536.032193
"1544" 22 12 1948 2916.282939
"1545" 23 12 1948 260.259805
"1546" 24 12 1948 3819.462321
"1547" 25 12 1948 1785.70641
"1548" 26 12 1948 2619.478068
"1549" 27 12 1948 1.492846
"1550" 28 12 1948 2619.478068
"1551" 29 12 1948 3217.34173
"1552" 30 12 1948 2330.110586
"1553" 31 12 1948 901.081574
"1554" 1 1 1949 374.654124
"1555" 2 1 1949 621.684598
"1556" 3 1 1949 205.16602
"1557" 4 1 1949 2147.264554
"1558" 5 1 1949 4561.272026
"1559" 6 1 1949 3657.35672
"1560" 7 1 1949 1872.983479
"1561" 8 1 1949 1539.590677
"1562" 9 1 1949 1539.590677
"1563" 10 1 1949 1539.590677
"1564" 11 1 1949 3332.188055
"1565" 12 1 1949 1298.792341
"1566" 13 1 1949 119.478095
"1567" 14 1 1949 434.688033
"1568" 15 1 1949 172.951937
"1569" 16 1 1949 3626.411669
"1570" 17 1 1949 3626.411669
"1571" 18 1 1949 642.126621
"1572" 19 1 1949 42.166319
"1573" 20 1 1949 42.166319
"1574" 21 1 1949 998.119361
"1575" 22 1 1949 17.825906
"1576" 23 1 1949 282.667893
"1577" 24 1 1949 5001.666555
"1578" 25 1 1949 6453.562248
"1579" 26 1 1949 2387.538718
"1580" 27 1 1949 5752.072304
"1581" 28 1 1949 2064.470104
"1582" 29 1 1949 4615.931924
"1583" 30 1 1949 3841.524062
"1584" 31 1 1949 3460.532172
"1585" 1 2 1949 2419.214156
"1586" 2 2 1949 1481.193305
"1587" 3 2 1949 44.648051
"1588" 4 2 1949 3159.689758
"1589" 5 2 1949 472.155519
"1590" 6 2 1949 4801.235153
"1591" 7 2 1949 7.945611
"1592" 8 2 1949 4801.235153
"1593" 9 2 1949 8816.392363
"1594" 10 2 1949 5489.804695
"1595" 11 2 1949 3673.740718
"1596" 12 2 1949 3673.740718
"1597" 13 2 1949 5027.246943
"1598" 14 2 1949 8465.972198
"1599" 15 2 1949 6850.682409
"1600" 16 2 1949 7282.182727
"1601" 17 2 1949 7543.237815
"1602" 18 2 1949 8035.419266
"1603" 19 2 1949 7037.880183
"1604" 20 2 1949 3979.278572
"1605" 21 2 1949 6523.497985
"1606" 22 2 1949 7037.880183
"1607" 23 2 1949 8510.702623
"1608" 24 2 1949 330.081593
"1609" 25 2 1949 3723.448697
"1610" 26 2 1949 809.185488
"1611" 27 2 1949 809.185488
"1612" 28 2 1949 1971.750113
"1613" 1 3 1949 3668.806892
"1614" 2 3 1949 442.8886
"1615" 3 3 1949 313.773282
"1616" 4 3 1949 52.445967
"1617" 5 3 1949 9255.704774
